State Bucket,Draw Call #,GPUTime (ms),GPUBusy (%),TessellatorBusy (%),VSBusy (%),VSTime (ms),HSBusy (%),HSTime (ms),DSBusy (%),DSTime (ms),GSBusy (%),GSTime (ms),PSBusy (%),PSTime (ms),CSBusy (%),CSTime (ms),PrimitiveAssemblyBusy (%),TexUnitBusy (%),DepthStencilTestBusy (%),VSVerticesIn,VSVALUInstCount,VSSALUInstCount,VSVALUBusy (%),VSSALUBusy (%),HSPatches,HSVALUInstCount,HSSALUInstCount,HSVALUBusy (%),HSSALUBusy (%),GSPrimsIn,GSVerticesOut,GSVALUInstCount,GSSALUInstCount,GSVALUBusy (%),GSSALUBusy (%),PSPixelsOut,PSExportStalls (%),PSVALUInstCount,PSSALUInstCount,PSVALUBusy (%),PSSALUBusy (%),TexTriFilteringPct (%),TexVolFilteringPct (%),TexAveAnisotropy,State Hash
glDrawArrays,401,0.00672,100,1.90119,51.1266,0.00343571,0,0,0,0,0,0,0,0,0,0,26.8454,0.390212,0.0117357,36,202,7,0.0740817,0.00513437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<hash><Depth><Enabled>1</Enabled><Attachment>1</Attachment></Depth><FBO>1</FBO><FS>2</FS><GS>0x0000000000000000</GS><Program>3</Program><Stencil><Enabled>1</Enabled><Attachment>1</Attachment></Stencil><TCS>0x0000000000000000</TCS><TES>0x0000000000000000</TES><VS>1</VS></hash>
glDrawArrays,301,0.00672,100,1.84689,52.6706,0.00353946,0,0,0,0,0,0,0,0,0,0,27.5466,0.379069,0.0114006,36,202,7,0.071966,0.00498774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<hash><Depth><Enabled>1</Enabled><Attachment>1</Attachment></Depth><FBO>1</FBO><FS>2</FS><GS>0x0000000000000000</GS><Program>3</Program><Stencil><Enabled>1</Enabled><Attachment>1</Attachment></Stencil><TCS>0x0000000000000000</TCS><TES>0x0000000000000000</TES><VS>1</VS></hash>
glDrawArrays,172,0.00656,100,1.20581,18.9431,0.00124266,0,0,0,0,0,0,100,0.00656,0,0,10.4559,63.7607,60.4913,36,202,7,0.0469855,0.00325642,0,0,0,0,0,0,0,0,0,0,0,153895,2.20444,34,4,19.6822,4.6311,0,0,0,<hash><Depth><Enabled>1</Enabled><Attachment>1</Attachment></Depth><FBO>1</FBO><FS>2</FS><GS>0x0000000000000000</GS><Program>3</Program><Stencil><Enabled>1</Enabled><Attachment>1</Attachment></Stencil><TCS>0x0000000000000000</TCS><TES>0x0000000000000000</TES><VS>1</VS></hash>
glDrawArrays,149,0.0064,100,1.29228,20.3813,0.0013044,0,0,0,0,0,0,100,0.0064,0,0,11.0302,55.217,23.3647,36,202,7,0.050355,0.00348995,0,0,0,0,0,0,0,0,0,0,0,65737,0,34,4,9.0302,2.12475,0,0,0,<hash><Depth><Enabled>1</Enabled><Attachment>1</Attachment></Depth><FBO>1</FBO><FS>2</FS><GS>0x0000000000000000</GS><Program>3</Program><Stencil><Enabled>1</Enabled><Attachment>1</Attachment></Stencil><TCS>0x0000000000000000</TCS><TES>0x0000000000000000</TES><VS>1</VS></hash>
glDrawArrays,228,0.0064,100,0.67689,18.3867,0.00117675,0,0,0,0,0,0,100,0.0064,0,0,9.63314,81.3197,60.6965,36,202,7,0.0263757,0.00182802,0,0,0,0,0,0,0,0,0,0,0,72462,0,34,4,10.1282,2.38311,0,0,0,<hash><Depth><Enabled>1</Enabled><Attachment>1</Attachment></Depth><FBO>1</FBO><FS>2</FS><GS>0x0000000000000000</GS><Program>3</Program><Stencil><Enabled>1</Enabled><Attachment>1</Attachment></Stencil><TCS>0x0000000000000000</TCS><TES>0x0000000000000000</TES><VS>1</VS></hash>
glDrawArrays,167,0.00608,100,1.38527,20.7833,0.00126362,0,0,0,0,0,0,100,0.00608,0,0,11.2874,57.1572,17.3393,36,202,7,0.0539784,0.00374107,0,0,0,0,0,0,0,0,0,0,0,54030,0.0191416,34,4,7.84469,1.84581,0,0,0,<hash><Depth><Enabled>1</Enabled><Attachment>1</Attachment></Depth><FBO>1</FBO><FS>2</FS><GS>0x0000000000000000</GS><Program>3</Program><Stencil><Enabled>1</Enabled><Attachment>1</Attachment></Stencil><TCS>0x0000000000000000</TCS><TES>0x0000000000000000</TES><VS>1</VS></hash>
glDrawArrays,148,0.00608,100,1.25815,19.2762,0.00117199,0,0,0,0,0,0,100,0.00608,0,0,10.4516,67.7345,28.4658,36,202,7,0.0490253,0.00339779,0,0,0,0,0,0,0,0,0,0,0,75236,0.0350113,34,4,9.78709,2.30285,0,0,0,<hash><Depth><Enabled>1</Enabled><Attachment>1</Attachment></Depth><FBO>1</FBO><FS>2</FS><GS>0x0000000000000000</GS><Program>3</Program><Stencil><Enabled>1</Enabled><Attachment>1</Attachment></Stencil><TCS>0x0000000000000000</TCS><TES>0x0000000000000000</TES><VS>1</VS></hash>
glDrawArrays,147,0.00544,100,1.36364,21.0606,0.0011457,0,0,0,0,0,0,100,0.00544,0,0,11.4162,58.0471,18.1923,36,202,7,0.0531355,0.00368266,0,0,0,0,0,0,0,0,0,0,0,57113,0,34,4,8.1475,1.91706,0,0,0,<hash><Depth><Enabled>1</Enabled><Attachment>1</Attachment></Depth><FBO>1</FBO><FS>2</FS><GS>0x0000000000000000</GS><Program>3</Program><Stencil><Enabled>1</Enabled><Attachment>1</Attachment></Stencil><TCS>0x0000000000000000</TCS><TES>0x0000000000000000</TES><VS>1</VS></hash>
glDrawArrays,187,0.00528,100,1.40491,22.3788,0.0011816,0,0,0,0,0,0,100,0.00528,0,0,12.0848,55.0234,17.3207,36,202,7,0.0547437,0.00379412,0,0,0,0,0,0,0,0,0,0,0,50046,0,34,4,7.4398,1.75054,0,0,0,<hash><Depth><Enabled>1</Enabled><Attachment>1</Attachment></Depth><FBO>1</FBO><FS>2</FS><GS>0x0000000000000000</GS><Program>3</Program><Stencil><Enabled>1</Enabled><Attachment>1</Attachment></Stencil><TCS>0x0000000000000000</TCS><TES>0x0000000000000000</TES><VS>1</VS></hash>
glDrawArrays,2,0.00528,100,1.51296,23.3995,0.00123549,0,0,0,0,0,0,0,0,0,0,12.7107,0.31053,0,36,202,7,0.058954,0.00408592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<hash><Depth><Enabled>1</Enabled><Attachment>1</Attachment></Depth><FBO>1</FBO><FS>2</FS><GS>0x0000000000000000</GS><Program>3</Program><Stencil><Enabled>1</Enabled><Attachment>1</Attachment></Stencil><TCS>0x0000000000000000</TCS><TES>0x0000000000000000</TES><VS>1</VS></hash>
glDrawArrays,207,0.00496,100,0.752229,20.1802,0.00100094,0,0,0,0,0,0,100,0.00496,0,0,10.5649,71.0996,25.6768,36,202,7,0.0293114,0.00203148,0,0,0,0,0,0,0,0,0,0,0,45658,0.0254147,34,4,7.0798,1.66584,0,0,0,<hash><Depth><Enabled>1</Enabled><Attachment>1</Attachment></Depth><FBO>1</FBO><FS>2</FS><GS>0x0000000000000000</GS><Program>3</Program><Stencil><Enabled>1</Enabled><Attachment>1</Attachment></Stencil><TCS>0x0000000000000000</TCS><TES>0x0000000000000000</TES><VS>1</VS></hash>
glDrawArrays,125,0.0048,100,1.69421,26.4432,0.00126927,0,0,0,0,0,0,96.0458,0.0046102,0,0,14.3066,31.8788,4.27212,36,202,7,0.0660165,0.0045754,0,0,0,0,0,0,0,0,0,0,0,13366,0,34,4,2.52883,0.595019,0,0,0,<hash><Depth><Enabled>1</Enabled><Attachment>1</Attachment></Depth><FBO>1</FBO><FS>2</FS><GS>0x0000000000000000</GS><Program>3</Program><Stencil><Enabled>1</Enabled><Attachment>1</Attachment></Stencil><TCS>0x0000000000000000</TCS><TES>0x0000000000000000</TES><VS>1</VS></hash>
glDrawArrays,165,0.0048,100,1.73188,26.2829,0.00126158,0,0,0,0,0,0,93.2612,0.00447654,0,0,14.272,28.2874,4.9257,36,202,7,0.0674845,0.00467714,0,0,0,0,0,0,0,0,0,0,0,12940,0,34,4,2.46004,0.578833,0,0,0,<hash><Depth><Enabled>1</Enabled><Attachment>1</Attachment></Depth><FBO>1</FBO><FS>2</FS><GS>0x0000000000000000</GS><Program>3</Program><Stencil><Enabled>1</Enabled><Attachment>1</Attachment></Stencil><TCS>0x0000000000000000</TCS><TES>0x0000000000000000</TES><VS>1</VS></hash>
