State Bucket,Draw Call #,GPUTime (ms),GPUBusy (%),TessellatorBusy (%),VSBusy (%),VSTime (ms),HSBusy (%),HSTime (ms),DSBusy (%),DSTime (ms),GSBusy (%),GSTime (ms),PSBusy (%),PSTime (ms),CSBusy (%),CSTime (ms),PrimitiveAssemblyBusy (%),TexUnitBusy (%),DepthStencilTestBusy (%),VSVerticesIn,VSVALUInstCount,VSSALUInstCount,VSVALUBusy (%),VSSALUBusy (%),HSPatches,HSVALUInstCount,HSSALUInstCount,HSVALUBusy (%),HSSALUBusy (%),GSPrimsIn,GSVerticesOut,GSVALUInstCount,GSSALUInstCount,GSVALUBusy (%),GSSALUBusy (%),PSPixelsOut,PSExportStalls (%),PSVALUInstCount,PSSALUInstCount,PSVALUBusy (%),PSSALUBusy (%),TexTriFilteringPct (%),TexVolFilteringPct (%),TexAveAnisotropy,State Hash
glDrawArrays,319,0.00336,100,0.726032,11.833,0.000397589,0,0,0,0,58.609,0.00196926,0,0,0,0,4.38025,2.52362,0,36,8,2,0.00109342,0.000546711,0,0,0,0,0,12,72,472,27,0.0653334,0.00747459,0,0,0,0,0,0,0,0,0,<hash><Depth><Enabled>1</Enabled><Attachment>1</Attachment></Depth><FBO>1</FBO><FS>2</FS><GS>3</GS><Program>4</Program><Stencil><Enabled>1</Enabled><Attachment>1</Attachment></Stencil><TCS>0x0000000000000000</TCS><TES>0x0000000000000000</TES><VS>1</VS></hash>
glDrawArrays,203,0.0032,100,0.651287,10.297,0.000329504,0,0,0,0,51.0288,0.00163292,10.5485,0.000337551,0,0,4.1343,2.85134,0.00784683,36,8,2,0.000980854,0.000490427,0,0,0,0,0,12,72,472,27,0.0674085,0.00771199,38,0,34,4,0.0139148,0.00327407,0,0,0,<hash><Depth><Enabled>1</Enabled><Attachment>1</Attachment></Depth><FBO>1</FBO><FS>2</FS><GS>3</GS><Program>4</Program><Stencil><Enabled>1</Enabled><Attachment>1</Attachment></Stencil><TCS>0x0000000000000000</TCS><TES>0x0000000000000000</TES><VS>1</VS></hash>
glDrawArrays,359,0.0032,100,0.737581,11.3525,0.000363281,0,0,0,0,50.331,0.00161059,0,0,0,0,4.50769,2.55932,0,36,8,2,0.00111081,0.000555407,0,0,0,0,0,12,72,472,27,0.0771989,0.00883207,0,0,0,0,0,0,0,0,0,<hash><Depth><Enabled>1</Enabled><Attachment>1</Attachment></Depth><FBO>1</FBO><FS>2</FS><GS>3</GS><Program>4</Program><Stencil><Enabled>1</Enabled><Attachment>1</Attachment></Stencil><TCS>0x0000000000000000</TCS><TES>0x0000000000000000</TES><VS>1</VS></hash>
glDrawArrays,99,0.0032,100,1.12581,10.5968,0.000339098,0,0,0,0,50.9841,0.00163149,0,0,0,0,4.74398,3.85894,0,36,8,2,0.00169549,0.000847745,0,0,0,0,0,12,72,472,27,0.0650611,0.00744343,0,0,0,0,0,0,0,0,0,<hash><Depth><Enabled>1</Enabled><Attachment>1</Attachment></Depth><FBO>1</FBO><FS>2</FS><GS>3</GS><Program>4</Program><Stencil><Enabled>1</Enabled><Attachment>1</Attachment></Stencil><TCS>0x0000000000000000</TCS><TES>0x0000000000000000</TES><VS>1</VS></hash>
glDrawArrays,149,0.0032,100,0.499519,7.74856,0.000247954,0,0,0,0,34.6939,0.00111021,60.8185,0.00194619,0,0,3.24913,44.6046,3.33338,36,8,2,0.000752287,0.000376143,0,0,0,0,0,12,72,472,27,0.0448247,0.00512824,14275,0.181911,34,4,1.48522,0.349463,0,0,0,<hash><Depth><Enabled>1</Enabled><Attachment>1</Attachment></Depth><FBO>1</FBO><FS>2</FS><GS>3</GS><Program>4</Program><Stencil><Enabled>1</Enabled><Attachment>1</Attachment></Stencil><TCS>0x0000000000000000</TCS><TES>0x0000000000000000</TES><VS>1</VS></hash>
glDrawArrays,69,0.0032,100,1.14819,10.3683,0.000331786,0,0,0,0,58.6304,0.00187617,0,0,0,0,4.71382,3.97545,0,36,8,2,0.00172921,0.000864603,0,0,0,0,0,12,72,472,27,0.0768269,0.00878952,0,0,0,0,0,0,0,0,0,<hash><Depth><Enabled>1</Enabled><Attachment>1</Attachment></Depth><FBO>1</FBO><FS>2</FS><GS>3</GS><Program>4</Program><Stencil><Enabled>1</Enabled><Attachment>1</Attachment></Stencil><TCS>0x0000000000000000</TCS><TES>0x0000000000000000</TES><VS>1</VS></hash>
glDrawArrays,389,0.0032,100,0.733216,11.3295,0.000362544,0,0,0,0,50.6936,0.00162219,0,0,0,0,4.45009,2.5265,0,36,8,2,0.00110424,0.00055212,0,0,0,0,0,12,72,472,27,0.0777543,0.00889562,0,0,0,0,0,0,0,0,0,<hash><Depth><Enabled>1</Enabled><Attachment>1</Attachment></Depth><FBO>1</FBO><FS>2</FS><GS>3</GS><Program>4</Program><Stencil><Enabled>1</Enabled><Attachment>1</Attachment></Stencil><TCS>0x0000000000000000</TCS><TES>0x0000000000000000</TES><VS>1</VS></hash>
glDrawArrays,349,0.00304,100,0.722587,11.4635,0.000348489,0,0,0,0,50.782,0.00154377,0,0,0,0,4.6337,2.46376,0,36,8,2,0.00108823,0.000544117,0,0,0,0,0,12,72,472,27,0.0779166,0.00891419,0,0,0,0,0,0,0,0,0,<hash><Depth><Enabled>1</Enabled><Attachment>1</Attachment></Depth><FBO>1</FBO><FS>2</FS><GS>3</GS><Program>4</Program><Stencil><Enabled>1</Enabled><Attachment>1</Attachment></Stencil><TCS>0x0000000000000000</TCS><TES>0x0000000000000000</TES><VS>1</VS></hash>
glDrawArrays,379,0.00304,100,0.734221,11.4446,0.000347915,0,0,0,0,58.3342,0.00177336,0,0,0,0,4.58888,3.24539,0,36,8,2,0.00110575,0.000552877,0,0,0,0,0,12,72,472,27,0.078065,0.00893117,0,0,0,0,0,0,0,0,0,<hash><Depth><Enabled>1</Enabled><Attachment>1</Attachment></Depth><FBO>1</FBO><FS>2</FS><GS>3</GS><Program>4</Program><Stencil><Enabled>1</Enabled><Attachment>1</Attachment></Stencil><TCS>0x0000000000000000</TCS><TES>0x0000000000000000</TES><VS>1</VS></hash>
glDrawArrays,79,0.00304,100,1.15406,10.6924,0.00032505,0,0,0,0,50.732,0.00154225,0,0,0,0,4.61972,3.91407,0,36,8,2,0.00173804,0.000869021,0,0,0,0,0,12,72,472,27,0.0654857,0.00749201,0,0,0,0,0,0,0,0,0,<hash><Depth><Enabled>1</Enabled><Attachment>1</Attachment></Depth><FBO>1</FBO><FS>2</FS><GS>3</GS><Program>4</Program><Stencil><Enabled>1</Enabled><Attachment>1</Attachment></Stencil><TCS>0x0000000000000000</TCS><TES>0x0000000000000000</TES><VS>1</VS></hash>
